Renewable,LC,Main,LS,Bmode
300,4,0.000000,4,1
300,5,0.000000,5,1
300,6,1.200000,6,1
300,7,1.000000,7,0
301,0,0.000000,0,1
301,1,0.000000,1,1
301,2,0.000000,2,1
301,3,0.800000,3,1
301,4,0.000000,4,1
301,5,0.000000,5,1
301,6,1.200000,6,1
301,7,1.000000,7,0
302,0,0.000000,0,1
302,1,0.000000,1,1
302,2,0.000000,2,1
302,3,0.800000,3,1
302,4,0.000000,4,1
302,5,0.000000,5,1
302,6,1.200000,6,1
302,7,1.000000,7,0
303,0,0.000000,0,1
303,1,0.000000,1,1
303,2,0.000000,2,1
303,3,0.800000,3,1
303,4,0.000000,4,1
303,5,0.000000,5,1
303,6,1.200000,6,1
303,7,1.000000,7,0
304,0,0.000000,0,1
304,1,0.000000,1,1
304,2,0.000000,2,1
304,3,0.800000,3,1
304,4,0.000000,4,1
304,5,0.000000,5,1
304,6,1.200000,6,1
304,7,1.000000,7,0
305,0,0.000000,0,1
305,1,0.000000,1,1
305,2,0.000000,2,1
305,3,0.800000,3,1
305,4,0.000000,4,1
305,5,0.000000,5,1
305,6,1.200000,6,1
305,7,1.000000,7,0
306,0,0.000000,0,1
306,1,0.000000,1,1
306,2,0.000000,2,1
306,3,0.800000,3,1
306,4,0.000000,4,1
306,5,0.000000,5,1
306,6,1.200000,6,1
306,7,1.000000,7,0
307,0,0.000000,0,1
307,1,0.000000,1,1
307,2,0.000000,2,1
307,3,0.800000,3,1
307,4,0.000000,4,1
307,5,0.000000,5,1
307,6,1.200000,6,1
307,7,1.000000,7,0
308,0,0.000000,0,1
308,1,0.000000,1,1
308,2,0.000000,2,1
308,3,0.800000,3,1
308,4,0.000000,4,1
308,5,0.000000,5,1
308,6,1.200000,6,1
308,7,1.000000,7,0
309,0,0.000000,0,1
309,1,0.000000,1,1
309,2,0.000000,2,1
309,3,0.800000,3,1
309,4,0.000000,4,1
309,5,0.000000,5,1
309,6,1.200000,6,1
309,7,1.000000,7,0
310,0,0.000000,0,1
310,1,0.000000,1,1
310,2,0.000000,2,1
310,3,0.800000,3,1
310,4,0.000000,4,1
310,5,0.000000,5,1
310,6,1.200000,6,1
310,7,1.000000,7,0
311,0,0.000000,0,1
311,1,0.000000,1,1
311,2,0.000000,2,1
311,3,0.800000,3,1
311,4,0.000000,4,1
311,5,0.000000,5,1
311,6,1.200000,6,1
311,7,1.000000,7,0
312,0,0.000000,0,1
312,1,0.000000,1,1
312,2,0.000000,2,1
312,3,0.800000,3,1
312,4,0.000000,4,1
312,5,0.000000,5,1
312,6,1.200000,6,1
312,7,1.000000,7,0
313,0,0.000000,0,1
313,1,0.000000,1,1
313,2,0.000000,2,1
313,3,0.800000,3,1
313,4,0.000000,4,1
313,5,0.000000,5,1
313,6,1.200000,6,1
313,7,1.000000,7,0
314,0,0.000000,0,1
314,1,0.000000,1,1
314,2,0.000000,2,1
314,3,0.800000,3,1
314,4,0.000000,4,1
314,5,0.000000,5,1
314,6,1.200000,6,1
314,7,1.000000,7,0
315,0,0.000000,0,1
315,1,0.000000,1,1
315,2,0.000000,2,1
315,3,0.800000,3,1
315,4,0.000000,4,1
315,5,0.000000,5,1
315,6,1.200000,6,1
315,7,1.000000,7,0
316,0,0.000000,0,1
316,1,0.000000,1,1
316,2,0.000000,2,1
316,3,0.800000,3,1
316,4,0.000000,4,1
316,5,0.000000,5,1
316,6,1.200000,6,1
316,7,1.000000,7,0
317,0,0.000000,0,1
317,1,0.000000,1,1
317,2,0.000000,2,1
317,3,0.800000,3,1
317,4,0.000000,4,1
317,5,0.000000,5,1
317,6,1.200000,6,1
317,7,1.000000,7,0
318,0,0.000000,0,1
318,1,0.000000,1,1
318,2,0.000000,2,1
318,3,0.800000,3,1
318,4,0.000000,4,1
318,5,0.000000,5,1
318,6,1.200000,6,1
318,7,1.000000,7,0
319,0,0.000000,0,1
319,1,0.000000,1,1
319,2,0.000000,2,1
319,3,0.800000,3,1
319,4,0.000000,4,1
319,5,0.000000,5,1
319,6,1.200000,6,1
319,7,1.000000,7,0
320,0,0.000000,0,1
320,1,0.000000,1,1
320,2,0.000000,2,1
320,3,0.800000,3,1
320,4,0.000000,4,1
320,5,0.000000,5,1
320,6,1.200000,6,1
320,7,1.000000,7,0
321,0,0.000000,0,1
321,1,0.000000,1,1
321,2,0.000000,2,1
321,3,0.800000,3,1
321,4,0.000000,4,1
321,5,0.000000,5,1
321,6,1.200000,6,1
321,7,1.000000,7,0
322,0,0.000000,0,1
322,1,0.000000,1,1
322,2,0.000000,2,1
322,3,0.800000,3,1
322,4,0.000000,4,1
322,5,0.000000,5,1
322,6,1.200000,6,1
322,7,1.000000,7,0
323,0,0.000000,0,1
323,1,0.000000,1,1
323,2,0.000000,2,1
323,3,0.800000,3,1
323,4,0.000000,4,1
323,5,0.000000,5,1
323,6,1.200000,6,1
323,7,1.000000,7,0
324,0,0.000000,0,1
324,1,0.000000,1,1
324,2,0.000000,2,1
324,3,0.800000,3,1
324,4,0.000000,4,1
324,5,0.000000,5,1
324,6,1.200000,6,1
324,7,1.000000,7,0
325,0,0.000000,0,1
325,1,0.000000,1,1
325,2,0.000000,2,1
325,3,0.800000,3,1
325,4,0.000000,4,1
325,5,0.000000,5,1
325,6,1.200000,6,1
325,7,1.000000,7,0
326,0,0.000000,0,1
326,1,0.000000,1,1
326,2,0.000000,2,1
326,3,0.800000,3,1
326,4,0.000000,4,1
326,5,0.000000,5,1
326,6,1.200000,6,1
326,7,1.000000,7,0
327,0,0.000000,0,1
327,1,0.000000,1,1
327,2,0.000000,2,1
327,3,0.800000,3,1
327,4,0.000000,4,1
327,5,0.000000,5,1
327,6,1.200000,6,1
327,7,1.000000,7,0
328,0,0.000000,0,1
328,1,0.000000,1,1
328,2,0.000000,2,1
328,3,0.800000,3,1
328,4,0.000000,4,1
328,5,0.000000,5,1
328,6,1.200000,6,1
328,7,1.000000,7,0
329,0,0.000000,0,1
329,1,0.000000,1,1
329,2,0.000000,2,1
329,3,0.800000,3,1
329,4,0.000000,4,1
329,5,0.000000,5,1
329,6,1.200000,6,1
329,7,1.000000,7,0
330,0,0.000000,0,1
330,1,0.000000,1,1
330,2,0.000000,2,1
330,3,0.800000,3,1
330,4,0.000000,4,1
330,5,0.000000,5,1
330,6,1.200000,6,1
330,7,1.000000,7,0
331,0,0.000000,0,1
331,1,0.000000,1,1
331,2,0.000000,2,1
331,3,0.800000,3,1
331,4,0.000000,4,1
331,5,0.000000,5,1
331,6,1.200000,6,1
331,7,1.000000,7,0
332,0,0.000000,0,1
332,1,0.000000,1,1
332,2,0.000000,2,1
332,3,0.800000,3,1
332,4,0.000000,4,1
332,5,0.000000,5,1
332,6,1.200000,6,1
332,7,1.000000,7,0
333,0,0.000000,0,1
333,1,0.000000,1,1
333,2,0.000000,2,1
333,3,0.800000,3,1
333,4,0.000000,4,1
333,5,0.000000,5,1
333,6,1.200000,6,1
333,7,1.000000,7,0
334,0,0.000000,0,1
334,1,0.000000,1,1
334,2,0.000000,2,1
334,3,0.800000,3,1
334,4,0.000000,4,1
334,5,0.000000,5,1
334,6,1.200000,6,1
334,7,1.000000,7,0
335,0,0.000000,0,1
335,1,0.000000,1,1
335,2,0.000000,2,1
335,3,0.800000,3,1
335,4,0.000000,4,1
335,5,0.000000,5,1
335,6,1.200000,6,1
335,7,1.000000,7,0
336,0,0.000000,0,1
336,1,0.000000,1,1
336,2,0.000000,2,1
336,3,0.800000,3,1
336,4,0.000000,4,1
336,5,0.000000,5,1
336,6,1.200000,6,1
336,7,1.000000,7,0
337,0,0.000000,0,1
337,1,0.000000,1,1
337,2,0.000000,2,1
337,3,0.800000,3,1
337,4,0.000000,4,1
337,5,0.000000,5,1
337,6,1.200000,6,1
337,7,1.000000,7,0
338,0,0.000000,0,1
338,1,0.000000,1,1
338,2,0.000000,2,1
338,3,0.800000,3,1
338,4,0.000000,4,1
338,5,0.000000,5,1
338,6,1.200000,6,1
338,7,1.000000,7,0
339,0,0.000000,0,1
339,1,0.000000,1,1
339,2,0.000000,2,1
339,3,0.800000,3,1
339,4,0.000000,4,1
339,5,0.000000,5,1
339,6,1.200000,6,1
339,7,1.000000,7,0
340,0,0.000000,0,1
340,1,0.000000,1,1
340,2,0.000000,2,1
340,3,0.800000,3,1
340,4,0.000000,4,1
340,5,0.000000,5,1
340,6,1.200000,6,1
340,7,1.000000,7,0
341,0,0.000000,0,1
341,1,0.000000,1,1
341,2,0.000000,2,1
341,3,0.800000,3,1
341,4,0.000000,4,1
341,5,0.000000,5,1
341,6,1.200000,6,1
341,7,1.000000,7,0
342,0,0.000000,0,1
342,1,0.000000,1,1
342,2,0.000000,2,1
342,3,0.800000,3,1
342,4,0.000000,4,1
342,5,0.000000,5,1
342,6,1.200000,6,1
342,7,1.000000,7,0
343,0,0.000000,0,1
343,1,0.000000,1,1
343,2,0.000000,2,1
343,3,0.800000,3,1
343,4,0.000000,4,1
343,5,0.000000,5,1
343,6,1.200000,6,1
343,7,1.000000,7,0
344,0,0.000000,0,1
344,1,0.000000,1,1
344,2,0.000000,2,1
344,3,0.800000,3,1
344,4,0.000000,4,1
344,5,0.000000,5,1
344,6,1.200000,6,1
344,7,1.000000,7,0
345,0,0.000000,0,1
345,1,0.000000,1,1
345,2,0.000000,2,1
345,3,0.800000,3,1
345,4,0.000000,4,1
345,5,0.000000,5,1
345,6,1.200000,6,1
345,7,1.000000,7,0
346,0,0.000000,0,1
346,1,0.000000,1,1
346,2,0.000000,2,1
346,3,0.800000,3,1
346,4,0.000000,4,1
346,5,0.000000,5,1
346,6,1.200000,6,1
346,7,1.000000,7,0
347,0,0.000000,0,1
347,1,0.000000,1,1
347,2,0.000000,2,1
347,3,0.800000,3,1
347,4,0.000000,4,1
347,5,0.000000,5,1
347,6,1.200000,6,1
347,7,1.000000,7,0
348,0,0.000000,0,1
348,1,0.000000,1,1
348,2,0.000000,2,1
348,3,0.800000,3,1
348,4,0.000000,4,1
348,5,0.000000,5,1
348,6,1.200000,6,1
348,7,1.000000,7,0
349,0,0.000000,0,1
349,1,0.000000,1,1
349,2,0.000000,2,1
349,3,0.800000,3,1
349,4,0.000000,4,1
349,5,0.000000,5,1
349,6,1.200000,6,1
349,7,1.000000,7,0
350,0,0.000000,0,1
350,1,0.000000,1,1
350,2,0.000000,2,1
350,3,0.800000,3,1
350,4,0.000000,4,1
350,5,0.000000,5,1
350,6,1.200000,6,1
350,7,1.000000,7,0
351,0,0.000000,0,1
351,1,0.000000,1,1
351,2,0.000000,2,1
351,3,0.800000,3,1
351,4,0.000000,4,1
351,5,0.000000,5,1
351,6,1.200000,6,1
351,7,1.000000,7,0
352,0,0.000000,0,1
352,1,0.000000,1,1
352,2,0.000000,2,1
352,3,0.800000,3,1
352,4,0.000000,4,1
352,5,0.000000,5,1
352,6,1.200000,6,1
352,7,1.000000,7,0
353,0,0.000000,0,1
353,1,0.000000,1,1
353,2,0.000000,2,1
353,3,0.800000,3,1
353,4,0.000000,4,1
353,5,0.000000,5,1
353,6,1.200000,6,1
353,7,1.000000,7,0
354,0,0.000000,0,1
354,1,0.000000,1,1
354,2,0.000000,2,1
354,3,0.800000,3,1
354,4,0.000000,4,1
354,5,0.000000,5,1
354,6,1.200000,6,1
354,7,1.000000,7,0
355,0,0.000000,0,1
355,1,0.000000,1,1
355,2,0.000000,2,1
355,3,0.800000,3,1
355,4,0.000000,4,1
355,5,0.000000,5,1
355,6,1.200000,6,1
355,7,1.000000,7,0
356,0,0.000000,0,1
356,1,0.000000,1,1
356,2,0.000000,2,1
356,3,0.800000,3,1
356,4,0.000000,4,1
356,5,0.000000,5,1
356,6,1.200000,6,1
356,7,1.000000,7,0
357,0,0.000000,0,1
357,1,0.000000,1,1
357,2,0.000000,2,1
357,3,0.800000,3,1
357,4,0.000000,4,1
357,5,0.000000,5,1
357,6,1.200000,6,1
357,7,1.000000,7,0
358,0,0.000000,0,1
358,1,0.000000,1,1
358,2,0.000000,2,1
358,3,0.800000,3,1
358,4,0.000000,4,1
358,5,0.000000,5,1
358,6,1.200000,6,1
358,7,1.000000,7,0
359,0,0.000000,0,1
359,1,0.000000,1,1
359,2,0.000000,2,1
359,3,0.800000,3,1
359,4,0.000000,4,1
359,5,0.000000,5,1
359,6,1.200000,6,1
359,7,1.000000,7,0
360,0,0.000000,0,1
360,1,0.000000,1,1
360,2,0.000000,2,1
360,3,0.800000,3,1
360,4,0.000000,4,1
360,5,0.000000,5,1
360,6,1.200000,6,1
360,7,1.000000,7,0
361,0,0.000000,0,1
361,1,0.000000,1,1
361,2,0.000000,2,1
361,3,0.800000,3,1
361,4,0.000000,4,1
361,5,0.000000,5,1
361,6,1.200000,6,1
361,7,1.000000,7,0
362,0,0.000000,0,1
362,1,0.000000,1,1
362,2,0.000000,2,1
362,3,0.800000,3,1
362,4,0.000000,4,1
362,5,0.000000,5,1
362,6,1.200000,6,1
362,7,1.000000,7,0
363,0,0.000000,0,1
363,1,0.000000,1,1
363,2,0.000000,2,1
363,3,0.800000,3,1
363,4,0.000000,4,1
363,5,0.000000,5,1
363,6,1.200000,6,1
363,7,1.000000,7,0
364,0,0.000000,0,1
364,1,0.000000,1,1
364,2,0.000000,2,1
364,3,0.800000,3,1
364,4,0.000000,4,1
364,5,0.000000,5,1
364,6,1.200000,6,1
364,7,1.000000,7,0
365,0,0.000000,0,1
365,1,0.000000,1,1
365,2,0.000000,2,1
365,3,0.800000,3,1
365,4,0.000000,4,1
365,5,0.000000,5,1
365,6,1.200000,6,1
365,7,1.000000,7,0
366,0,0.000000,0,1
366,1,0.000000,1,1
366,2,0.000000,2,1
366,3,0.800000,3,1
366,4,0.000000,4,1
366,5,0.000000,5,1
366,6,1.200000,6,1
366,7,1.000000,7,0
367,0,0.000000,0,1
367,1,0.000000,1,1
367,2,0.000000,2,1
367,3,0.800000,3,1
367,4,0.000000,4,1
367,5,0.000000,5,1
367,6,1.200000,6,1
367,7,1.000000,7,0
368,0,0.000000,0,1
368,1,0.000000,1,1
368,2,0.000000,2,1
368,3,0.800000,3,1
368,4,0.000000,4,1
368,5,0.000000,5,1
368,6,1.200000,6,1
368,7,1.000000,7,0
369,0,0.000000,0,1
369,1,0.000000,1,1
369,2,0.000000,2,1
369,3,0.800000,3,1
369,4,0.000000,4,1
369,5,0.000000,5,1
369,6,1.200000,6,1
369,7,1.000000,7,0
370,0,0.000000,0,1
370,1,0.000000,1,1
370,2,0.000000,2,1
370,3,0.800000,3,1
370,4,0.000000,4,1
370,5,0.000000,5,1
370,6,1.200000,6,1
370,7,1.000000,7,0
371,0,0.000000,0,1
371,1,0.000000,1,1
371,2,0.000000,2,1
371,3,0.800000,3,1
371,4,0.000000,4,1
371,5,0.000000,5,1
371,6,1.200000,6,1
371,7,1.000000,7,0
372,0,0.000000,0,1
372,1,0.000000,1,1
372,2,0.000000,2,1
372,3,0.800000,3,1
372,4,0.000000,4,1
372,5,0.000000,5,1
372,6,1.200000,6,1
372,7,1.000000,7,0
373,0,0.000000,0,1
373,1,0.000000,1,1
373,2,0.000000,2,1
373,3,0.800000,3,1
373,4,0.000000,4,1
373,5,0.000000,5,1
373,6,1.200000,6,1
373,7,1.000000,7,0
374,0,0.000000,0,1
374,1,0.000000,1,1
374,2,0.000000,2,1
374,3,0.800000,3,1
374,4,0.000000,4,1
374,5,0.000000,5,1
374,6,1.200000,6,1
374,7,1.000000,7,0
375,0,0.000000,0,1
375,1,0.000000,1,1
375,2,0.000000,2,1
375,3,0.800000,3,1
375,4,0.000000,4,1
375,5,0.000000,5,1
375,6,1.200000,6,1
375,7,1.000000,7,0
376,0,0.000000,0,1
376,1,0.000000,1,1
376,2,0.000000,2,1
376,3,0.800000,3,1
376,4,0.000000,4,1
376,5,0.000000,5,1
376,6,1.200000,6,1
376,7,1.000000,7,0
377,0,0.000000,0,1
377,1,0.000000,1,1
377,2,0.000000,2,1
377,3,0.800000,3,1
377,4,0.000000,4,1
377,5,0.000000,5,1
377,6,1.200000,6,1
377,7,1.000000,7,0
378,0,0.000000,0,1
378,1,0.000000,1,1
378,2,0.000000,2,1
378,3,0.800000,3,1
378,4,0.000000,4,1
378,5,0.000000,5,1
378,6,1.200000,6,1
378,7,1.000000,7,0
379,0,0.000000,0,1
379,1,0.000000,1,1
379,2,0.000000,2,1
379,3,0.800000,3,1
379,4,0.000000,4,1
379,5,0.000000,5,1
379,6,1.200000,6,1
379,7,1.000000,7,0
380,0,0.000000,0,1
380,1,0.000000,1,1
380,2,0.000000,2,1
380,3,0.800000,3,1
380,4,0.000000,4,1
380,5,0.000000,5,1
380,6,1.200000,6,1
380,7,1.000000,7,0
381,0,0.000000,0,1
381,1,0.000000,1,1
381,2,0.000000,2,1
381,3,0.800000,3,1
381,4,0.000000,4,1
381,5,0.000000,5,1
381,6,1.200000,6,1
381,7,1.000000,7,0
382,0,0.000000,0,1
382,1,0.000000,1,1
382,2,0.000000,2,1
382,3,0.800000,3,1
382,4,0.000000,4,1
382,5,0.000000,5,1
382,6,1.200000,6,1
382,7,1.000000,7,0
383,0,0.000000,0,1
383,1,0.000000,1,1
383,2,0.000000,2,1
383,3,0.800000,3,1
383,4,0.000000,4,1
383,5,0.000000,5,1
383,6,1.200000,6,1
383,7,1.000000,7,0
384,0,0.000000,0,1
384,1,0.000000,1,1
384,2,0.000000,2,1
384,3,0.800000,3,1
384,4,0.000000,4,1
384,5,0.000000,5,1
384,6,1.200000,6,1
384,7,1.000000,7,0
385,0,0.000000,0,1
385,1,0.000000,1,1
385,2,0.000000,2,1
385,3,0.800000,3,1
385,4,0.000000,4,1
385,5,0.000000,5,1
385,6,1.200000,6,1
385,7,1.000000,7,0
386,0,0.000000,0,1
386,1,0.000000,1,1
386,2,0.000000,2,1
386,3,0.800000,3,1
386,4,0.000000,4,1
386,5,0.000000,5,1
386,6,1.200000,6,1
386,7,1.000000,7,0
387,0,0.000000,0,1
387,1,0.000000,1,1
387,2,0.000000,2,1
387,3,0.800000,3,1
387,4,0.000000,4,1
387,5,0.000000,5,1
387,6,1.200000,6,1
387,7,1.000000,7,0
388,0,0.000000,0,1
388,1,0.000000,1,1
388,2,0.000000,2,1
388,3,0.800000,3,1
388,4,0.000000,4,1
388,5,0.000000,5,1
388,6,1.200000,6,1
388,7,1.000000,7,0
389,0,0.000000,0,1
389,1,0.000000,1,1
389,2,0.000000,2,1
389,3,0.800000,3,1
389,4,0.000000,4,1
389,5,0.000000,5,1
389,6,1.200000,6,1
389,7,1.000000,7,0
390,0,0.000000,0,1
390,1,0.000000,1,1
390,2,0.000000,2,1
390,3,0.800000,3,1
390,4,0.000000,4,1
390,5,0.000000,5,1
390,6,1.200000,6,1
390,7,1.000000,7,0
391,0,0.000000,0,1
391,1,0.000000,1,1
391,2,0.000000,2,1
391,3,0.800000,3,1
391,4,0.000000,4,1
391,5,0.000000,5,1
391,6,1.200000,6,1
391,7,1.000000,7,0
392,0,0.000000,0,1
392,1,0.000000,1,1
392,2,0.000000,2,1
392,3,0.800000,3,1
392,4,0.000000,4,1
392,5,0.000000,5,1
392,6,1.200000,6,1
392,7,1.000000,7,0
393,0,0.000000,0,1
393,1,0.000000,1,1
393,2,0.000000,2,1
393,3,0.800000,3,1
393,4,0.000000,4,1
393,5,0.000000,5,1
393,6,1.200000,6,1
393,7,1.000000,7,0
394,0,0.000000,0,1
394,1,0.000000,1,1
394,2,0.000000,2,1
394,3,0.800000,3,1
394,4,0.000000,4,1
394,5,0.000000,5,1
394,6,1.200000,6,1
394,7,1.000000,7,0
395,0,0.000000,0,1
395,1,0.000000,1,1
395,2,0.000000,2,1
395,3,0.800000,3,1
395,4,0.000000,4,1
395,5,0.000000,5,1
395,6,1.200000,6,1
395,7,1.000000,7,0
396,0,0.000000,0,1
396,1,0.000000,1,1
396,2,0.000000,2,1
396,3,0.800000,3,1
396,4,0.000000,4,1
396,5,0.000000,5,1
396,6,1.200000,6,1
396,7,1.000000,7,0
397,0,0.000000,0,1
397,1,0.000000,1,1
397,2,0.000000,2,1
397,3,0.800000,3,1
397,4,0.000000,4,1
397,5,0.000000,5,1
397,6,1.200000,6,1
397,7,1.000000,7,0
398,0,0.000000,0,1
398,1,0.000000,1,1
398,2,0.000000,2,1
398,3,0.800000,3,1
398,4,0.000000,4,1
398,5,0.000000,5,1
398,6,1.200000,6,1
398,7,1.000000,7,0
399,0,0.000000,0,1
399,1,0.000000,1,1
399,2,0.000000,2,1
399,3,0.800000,3,1
399,4,0.000000,4,1
399,5,0.000000,5,1
399,6,1.200000,6,1
399,7,1.000000,7,0
