Renewable,LC,Main,LS,Bmode,,,,,,,,,,,,
115,1,0,1,0,,,,,,,,,,,,
115,2,1,2,0,,,,,,,,,,,,
115,3,1.8,3,0,,,,,,,,,,,,
115,4,0.2,4,0,,,,,,,,,,,,
115,5,1,5,0,,,,,,,,,,,,
115,6,1.2,6,-1,,,,,,,,,,,,
115,7,2,7,-1,,,,,,,,,,,,
116,0,0,0,0,,,,,,,,,,,,
116,1,0,1,0,,,,,,,,,,,,
116,2,1,2,0,,,,,,,,,,,,
116,3,1.8,3,0,,,,,,,,,,,,
116,4,0.2,4,0,,,,,,,,,,,,
116,5,1,5,0,,,,,,,,,,,,
116,6,1.2,6,-1,,,,,,,,,,,,
116,7,2,7,-1,,,,,,,,,,,,
117,0,0,0,0,,,,,,,,,,,,
117,1,0,1,0,,,,,,,,,,,,
117,2,1,2,0,,,,,,,,,,,,
117,3,1.8,3,0,,,,,,,,,,,,
117,4,0.2,4,0,,,,,,,,,,,,
117,5,1,5,0,,,,,,,,,,,,
117,6,1.2,6,-1,,,,,,,,,,,,
117,7,2,7,-1,,,,,,,,,,,,
118,0,0,0,0,,,,,,,,,,,,
118,1,0,1,0,,,,,,,,,,,,
118,2,1,2,0,,,,,,,,,,,,
118,3,1.8,3,0,,,,,,,,,,,,
118,4,0.2,4,0,,,,,,,,,,,,
118,5,1,5,0,,,,,,,,,,,,
118,6,1.2,6,-1,,,,,,,,,,,,
118,7,2,7,-1,,,,,,,,,,,,
119,0,0,0,0,,,,,,,,,,,,
119,1,0,1,0,,,,,,,,,,,,
119,2,1,2,0,,,,,,,,,,,,
119,3,1.8,3,0,,,,,,,,,,,,
119,4,0.2,4,0,,,,,,,,,,,,
119,5,1,5,0,,,,,,,,,,,,
119,6,1.2,6,-1,,,,,,,,,,,,
119,7,2,7,-1,,,,,,,,,,,,
120,0,0,0,0,,,,,,,,,,,,
120,1,0,1,0,,,,,,,,,,,,
120,2,1,2,0,,,,,,,,,,,,
120,3,1.8,3,0,,,,,,,,,,,,
120,4,0.2,4,0,,,,,,,,,,,,
120,5,1,5,0,,,,,,,,,,,,
120,6,1.2,6,-1,,,,,,,,,,,,
120,7,2,7,-1,,,,,,,,,,,,
121,0,0,0,0,,,,,,,,,,,,
121,1,0,1,0,,,,,,,,,,,,
121,2,1,2,0,,,,,,,,,,,,
121,3,1.8,3,0,,,,,,,,,,,,
121,4,0.2,4,0,,,,,,,,,,,,
121,5,1,5,0,,,,,,,,,,,,
121,6,1.2,6,-1,,,,,,,,,,,,
121,7,2,7,-1,,,,,,,,,,,,
122,0,0,0,0,,,,,,,,,,,,
122,1,0,1,0,,,,,,,,,,,,
122,2,1,2,0,,,,,,,,,,,,
122,3,1.8,3,0,,,,,,,,,,,,
122,4,0.2,4,0,,,,,,,,,,,,
122,5,1,5,0,,,,,,,,,,,,
122,6,1.2,6,-1,,,,,,,,,,,,
122,7,2,7,-1,,,,,,,,,,,,
123,0,0,0,0,,,,,,,,,,,,
123,1,0,1,0,,,,,,,,,,,,
123,2,1,2,0,,,,,,,,,,,,
123,3,1.8,3,0,,,,,,,,,,,,
123,4,0.2,4,0,,,,,,,,,,,,
123,5,1,5,0,,,,,,,,,,,,
123,6,1.2,6,-1,,,,,,,,,,,,
123,7,2,7,-1,,,,,,,,,,,,
124,0,0,0,0,,,,,,,,,,,,
124,1,0,1,0,,,,,,,,,,,,
124,2,1,2,0,,,,,,,,,,,,
124,3,1.8,3,0,,,,,,,,,,,,
124,4,0.2,4,0,,,,,,,,,,,,
124,5,1,5,0,,,,,,,,,,,,
124,6,1.2,6,-1,,,,,,,,,,,,
124,7,2,7,-1,,,,,,,,,,,,
125,0,0,0,0,,,,,,,,,,,,
125,1,0,1,0,,,,,,,,,,,,
125,2,1,2,0,,,,,,,,,,,,
125,3,1.8,3,0,,,,,,,,,,,,
125,4,0.2,4,0,,,,,,,,,,,,
125,5,1,5,0,,,,,,,,,,,,
125,6,1.2,6,-1,,,,,,,,,,,,
125,7,2,7,-1,,,,,,,,,,,,
126,0,0,0,0,,,,,,,,,,,,
126,1,0,1,0,,,,,,,,,,,,
126,2,1,2,0,,,,,,,,,,,,
126,3,1.8,3,0,,,,,,,,,,,,
126,4,0.2,4,0,,,,,,,,,,,,
126,5,1,5,0,,,,,,,,,,,,
126,6,1.2,6,-1,,,,,,,,,,,,
126,7,2,7,-1,,,,,,,,,,,,
127,0,0,0,0,,,,,,,,,,,,
127,1,0,1,0,,,,,,,,,,,,
127,2,1,2,0,,,,,,,,,,,,
127,3,1.8,3,0,,,,,,,,,,,,
127,4,0.2,4,0,,,,,,,,,,,,
127,5,1,5,0,,,,,,,,,,,,
127,6,1.2,6,-1,,,,,,,,,,,,
127,7,2,7,-1,,,,,,,,,,,,
128,0,0,0,0,,,,,,,,,,,,
128,1,0,1,0,,,,,,,,,,,,
128,2,1,2,0,,,,,,,,,,,,
128,3,1.8,3,0,,,,,,,,,,,,
128,4,0.2,4,0,,,,,,,,,,,,
128,5,1,5,0,,,,,,,,,,,,
128,6,1.2,6,-1,,,,,,,,,,,,
128,7,2,7,-1,,,,,,,,,,,,
129,0,0,0,0,,,,,,,,,,,,
129,1,0,1,0,,,,,,,,,,,,
129,2,1,2,0,,,,,,,,,,,,
129,3,1.8,3,0,,,,,,,,,,,,
129,4,0.2,4,0,,,,,,,,,,,,
129,5,1,5,0,,,,,,,,,,,,
129,6,1.2,6,-1,,,,,,,,,,,,
129,7,2,7,-1,,,,,,,,,,,,
130,0,0,0,0,,,,,,,,,,,,
130,1,0,1,0,,,,,,,,,,,,
130,2,1,2,0,,,,,,,,,,,,
130,3,1.8,3,0,,,,,,,,,,,,
130,4,0.2,4,0,,,,,,,,,,,,
130,5,1,5,0,,,,,,,,,,,,
130,6,1.2,6,-1,,,,,,,,,,,,
130,7,2,7,-1,,,,,,,,,,,,
131,0,0,0,0,,,,,,,,,,,,
131,1,0,1,0,,,,,,,,,,,,
131,2,1,2,0,,,,,,,,,,,,
131,3,1.8,3,0,,,,,,,,,,,,
131,4,0.2,4,0,,,,,,,,,,,,
131,5,1,5,0,,,,,,,,,,,,
131,6,1.2,6,-1,,,,,,,,,,,,
131,7,2,7,-1,,,,,,,,,,,,
132,0,0,0,0,,,,,,,,,,,,
132,1,0,1,0,,,,,,,,,,,,
132,2,1,2,0,,,,,,,,,,,,
132,3,1.8,3,0,,,,,,,,,,,,
132,4,0.2,4,0,,,,,,,,,,,,
132,5,1,5,0,,,,,,,,,,,,
132,6,1.2,6,-1,,,,,,,,,,,,
132,7,2,7,-1,,,,,,,,,,,,
133,0,0,0,0,,,,,,,,,,,,
133,1,0,1,0,,,,,,,,,,,,
133,2,1,2,0,,,,,,,,,,,,
133,3,1.8,3,0,,,,,,,,,,,,
133,4,0.2,4,0,,,,,,,,,,,,
133,5,1,5,0,,,,,,,,,,,,
133,6,1.2,6,-1,,,,,,,,,,,,
133,7,2,7,-1,,,,,,,,,,,,
134,0,0,0,0,,,,,,,,,,,,
134,1,0,1,0,,,,,,,,,,,,
134,2,1,2,0,,,,,,,,,,,,
134,3,1.8,3,0,,,,,,,,,,,,
134,4,0.2,4,0,,,,,,,,,,,,
134,5,1,5,0,,,,,,,,,,,,
134,6,1.2,6,-1,,,,,,,,,,,,
134,7,2,7,-1,,,,,,,,,,,,
135,0,0,0,0,,,,,,,,,,,,
135,1,0,1,0,,,,,,,,,,,,
135,2,1,2,0,,,,,,,,,,,,
135,3,1.8,3,0,,,,,,,,,,,,
135,4,0.2,4,0,,,,,,,,,,,,
135,5,1,5,0,,,,,,,,,,,,
135,6,1.2,6,-1,,,,,,,,,,,,
135,7,2,7,-1,,,,,,,,,,,,
136,0,0,0,0,,,,,,,,,,,,
136,1,0,1,0,,,,,,,,,,,,
136,2,1,2,0,,,,,,,,,,,,
136,3,1.8,3,0,,,,,,,,,,,,
136,4,0.2,4,0,,,,,,,,,,,,
136,5,1,5,0,,,,,,,,,,,,
136,6,1.2,6,-1,,,,,,,,,,,,
136,7,2,7,-1,,,,,,,,,,,,
137,0,0,0,0,,,,,,,,,,,,
137,1,0,1,0,,,,,,,,,,,,
137,2,1,2,0,,,,,,,,,,,,
137,3,1.8,3,0,,,,,,,,,,,,
137,4,0.2,4,0,,,,,,,,,,,,
137,5,1,5,0,,,,,,,,,,,,
137,6,1.2,6,-1,,,,,,,,,,,,
137,7,2,7,-1,,,,,,,,,,,,
138,0,0,0,0,,,,,,,,,,,,
138,1,0,1,0,,,,,,,,,,,,
138,2,1,2,0,,,,,,,,,,,,
138,3,1.8,3,0,,,,,,,,,,,,
138,4,0.2,4,0,,,,,,,,,,,,
138,5,1,5,0,,,,,,,,,,,,
138,6,1.2,6,-1,,,,,,,,,,,,
138,7,2,7,-1,,,,,,,,,,,,
139,0,0,0,0,,,,,,,,,,,,
139,1,0,1,0,,,,,,,,,,,,
139,2,1,2,0,,,,,,,,,,,,
139,3,1.8,3,0,,,,,,,,,,,,
139,4,0.2,4,0,,,,,,,,,,,,
139,5,1,5,0,,,,,,,,,,,,
139,6,1.2,6,-1,,,,,,,,,,,,
139,7,2,7,-1,,,,,,,,,,,,
140,0,0,0,0,,,,,,,,,,,,
140,1,0,1,0,,,,,,,,,,,,
140,2,1,2,0,,,,,,,,,,,,
140,3,1.8,3,0,,,,,,,,,,,,
140,4,0.2,4,0,,,,,,,,,,,,
140,5,1,5,0,,,,,,,,,,,,
140,6,1.2,6,-1,,,,,,,,,,,,
140,7,2,7,-1,,,,,,,,,,,,
141,0,0,0,0,,,,,,,,,,,,
141,1,0,1,0,,,,,,,,,,,,
141,2,1,2,0,,,,,,,,,,,,
141,3,1.8,3,0,,,,,,,,,,,,
141,4,0.2,4,0,,,,,,,,,,,,
141,5,1,5,0,,,,,,,,,,,,
141,6,1.2,6,-1,,,,,,,,,,,,
141,7,2,7,-1,,,,,,,,,,,,
142,0,0,0,0,,,,,,,,,,,,
142,1,0,1,0,,,,,,,,,,,,
142,2,1,2,0,,,,,,,,,,,,
142,3,1.8,3,0,,,,,,,,,,,,
142,4,0.2,4,0,,,,,,,,,,,,
142,5,1,5,0,,,,,,,,,,,,
142,6,1.2,6,-1,,,,,,,,,,,,
142,7,2,7,-1,,,,,,,,,,,,
143,0,0,0,0,,,,,,,,,,,,
143,1,0,1,0,,,,,,,,,,,,
143,2,1,2,0,,,,,,,,,,,,
143,3,1.8,3,0,,,,,,,,,,,,
143,4,0.2,4,0,,,,,,,,,,,,
143,5,1,5,0,,,,,,,,,,,,
143,6,1.2,6,-1,,,,,,,,,,,,
143,7,2,7,-1,,,,,,,,,,,,
144,0,0,0,0,,,,,,,,,,,,
144,1,0,1,0,,,,,,,,,,,,
144,2,1,2,0,,,,,,,,,,,,
144,3,1.8,3,0,,,,,,,,,,,,
144,4,0.2,4,0,,,,,,,,,,,,
144,5,1,5,0,,,,,,,,,,,,
144,6,1.2,6,-1,,,,,,,,,,,,
144,7,2,7,-1,,,,,,,,,,,,
145,0,0,0,0,,,,,,,,,,,,
145,1,0,1,0,,,,,,,,,,,,
145,2,1,2,0,,,,,,,,,,,,
145,3,1.8,3,0,,,,,,,,,,,,
145,4,0.2,4,0,,,,,,,,,,,,
145,5,1,5,0,,,,,,,,,,,,
145,6,1.2,6,-1,,,,,,,,,,,,
145,7,2,7,-1,,,,,,,,,,,,
146,0,0,0,0,,,,,,,,,,,,
146,1,0,1,0,,,,,,,,,,,,
146,2,1,2,0,,,,,,,,,,,,
146,3,1.8,3,0,,,,,,,,,,,,
146,4,0.2,4,0,,,,,,,,,,,,
146,5,1,5,0,,,,,,,,,,,,
146,6,1.2,6,-1,,,,,,,,,,,,
146,7,2,7,-1,,,,,,,,,,,,
147,0,0,0,0,,,,,,,,,,,,
147,1,0,1,0,,,,,,,,,,,,
147,2,1,2,0,,,,,,,,,,,,
147,3,1.8,3,0,,,,,,,,,,,,
147,4,0.2,4,0,,,,,,,,,,,,
147,5,1,5,0,,,,,,,,,,,,
147,6,1.2,6,-1,,,,,,,,,,,,
147,7,2,7,-1,,,,,,,,,,,,
148,0,0,0,0,,,,,,,,,,,,
148,1,0,1,0,,,,,,,,,,,,
148,2,1,2,0,,,,,,,,,,,,
148,3,1.8,3,0,,,,,,,,,,,,
148,4,0.2,4,0,,,,,,,,,,,,
148,5,1,5,0,,,,,,,,,,,,
148,6,1.2,6,-1,,,,,,,,,,,,
148,7,2,7,-1,,,,,,,,,,,,
149,0,0,0,0,,,,,,,,,,,,
149,1,0,1,0,,,,,,,,,,,,
149,2,1,2,0,,,,,,,,,,,,
149,3,1.8,3,0,,,,,,,,,,,,
149,4,0.2,4,0,,,,,,,,,,,,
149,5,1,5,0,,,,,,,,,,,,
149,6,1.2,6,-1,,,,,,,,,,,,
149,7,2,7,-1,,,,,,,,,,,,
150,0,0,0,0,,,,,,,,,,,,
150,1,0,1,0,,,,,,,,,,,,
150,2,1,2,0,,,,,,,,,,,,
150,3,1.8,3,0,,,,,,,,,,,,
150,4,0.2,4,0,,,,,,,,,,,,
150,5,1,5,0,,,,,,,,,,,,
150,6,1.2,6,-1,,,,,,,,,,,,
150,7,2,7,-1,,,,,,,,,,,,
151,0,0,0,0,,,,,,,,,,,,
151,1,0,1,0,,,,,,,,,,,,
151,2,1,2,0,,,,,,,,,,,,
151,3,1.8,3,0,,,,,,,,,,,,
151,4,0.2,4,0,,,,,,,,,,,,
151,5,1,5,0,,,,,,,,,,,,
151,6,1.2,6,-1,,,,,,,,,,,,
151,7,2,7,-1,,,,,,,,,,,,
152,0,0,0,0,,,,,,,,,,,,
152,1,0,1,0,,,,,,,,,,,,
152,2,1,2,0,,,,,,,,,,,,
152,3,1.8,3,0,,,,,,,,,,,,
152,4,0.2,4,0,,,,,,,,,,,,
152,5,1,5,0,,,,,,,,,,,,
152,6,1.2,6,-1,,,,,,,,,,,,
152,7,2,7,-1,,,,,,,,,,,,
153,0,0,0,0,,,,,,,,,,,,
153,1,0,1,0,,,,,,,,,,,,
153,2,1,2,0,,,,,,,,,,,,
153,3,1.8,3,0,,,,,,,,,,,,
153,4,0.2,4,0,,,,,,,,,,,,
153,5,1,5,0,,,,,,,,,,,,
153,6,1.2,6,-1,,,,,,,,,,,,
153,7,2,7,-1,,,,,,,,,,,,
154,0,0,0,0,,,,,,,,,,,,
154,1,0,1,0,,,,,,,,,,,,
154,2,1,2,0,,,,,,,,,,,,
154,3,1.8,3,0,,,,,,,,,,,,
154,4,0.2,4,0,,,,,,,,,,,,
154,5,1,5,0,,,,,,,,,,,,
154,6,1.2,6,-1,,,,,,,,,,,,
154,7,2,7,-1,,,,,,,,,,,,
155,0,0,0,0,,,,,,,,,,,,
155,1,0,1,0,,,,,,,,,,,,
155,2,1,2,0,,,,,,,,,,,,
155,3,1.8,3,0,,,,,,,,,,,,
155,4,0.2,4,0,,,,,,,,,,,,
155,5,1,5,0,,,,,,,,,,,,
155,6,1.2,6,-1,,,,,,,,,,,,
155,7,2,7,-1,,,,,,,,,,,,
156,0,0,0,0,,,,,,,,,,,,
156,1,0,1,0,,,,,,,,,,,,
156,2,1,2,0,,,,,,,,,,,,
156,3,1.8,3,0,,,,,,,,,,,,
156,4,0.2,4,0,,,,,,,,,,,,
156,5,1,5,0,,,,,,,,,,,,
156,6,1.2,6,-1,,,,,,,,,,,,
156,7,2,7,-1,,,,,,,,,,,,
157,0,0,0,0,,,,,,,,,,,,
157,1,0,1,0,,,,,,,,,,,,
157,2,1,2,0,,,,,,,,,,,,
157,3,1.8,3,0,,,,,,,,,,,,
157,4,0.2,4,0,,,,,,,,,,,,
157,5,1,5,0,,,,,,,,,,,,
157,6,1.2,6,-1,,,,,,,,,,,,
157,7,2,7,-1,,,,,,,,,,,,
158,0,0,0,0,,,,,,,,,,,,
158,1,0,1,0,,,,,,,,,,,,
158,2,1,2,0,,,,,,,,,,,,
158,3,1.8,3,0,,,,,,,,,,,,
158,4,0.2,4,0,,,,,,,,,,,,
158,5,1,5,0,,,,,,,,,,,,
158,6,1.2,6,-1,,,,,,,,,,,,
158,7,2,7,-1,,,,,,,,,,,,
159,0,0,0,0,,,,,,,,,,,,
159,1,0,1,0,,,,,,,,,,,,
159,2,1,2,0,,,,,,,,,,,,
159,3,1.8,3,0,,,,,,,,,,,,
159,4,0.2,4,0,,,,,,,,,,,,
159,5,1,5,0,,,,,,,,,,,,
159,6,1.2,6,-1,,,,,,,,,,,,
159,7,2,7,-1,,,,,,,,,,,,
160,0,0,0,0,,,,,,,,,,,,
160,1,0,1,0,,,,,,,,,,,,
160,2,1,2,0,,,,,,,,,,,,
160,3,1.8,3,0,,,,,,,,,,,,
160,4,0.2,4,0,,,,,,,,,,,,
160,5,1,5,0,,,,,,,,,,,,
160,6,1.2,6,-1,,,,,,,,,,,,
160,7,2,7,-1,,,,,,,,,,,,
161,0,0,0,0,,,,,,,,,,,,
161,1,0,1,0,,,,,,,,,,,,
161,2,1,2,0,,,,,,,,,,,,
161,3,1.8,3,0,,,,,,,,,,,,
161,4,0.2,4,0,,,,,,,,,,,,
161,5,1,5,0,,,,,,,,,,,,
161,6,1.2,6,-1,,,,,,,,,,,,
161,7,2,7,-1,,,,,,,,,,,,
162,0,0,0,0,,,,,,,,,,,,
162,1,0,1,0,,,,,,,,,,,,
162,2,1,2,0,,,,,,,,,,,,
162,3,1.8,3,0,,,,,,,,,,,,
162,4,0.2,4,0,,,,,,,,,,,,
162,5,1,5,0,,,,,,,,,,,,
162,6,1.2,6,-1,,,,,,,,,,,,
162,7,2,7,-1,,,,,,,,,,,,
163,0,0,0,0,,,,,,,,,,,,
163,1,0,1,0,,,,,,,,,,,,
163,2,1,2,0,,,,,,,,,,,,
163,3,1.8,3,0,,,,,,,,,,,,
163,4,0.2,4,0,,,,,,,,,,,,
163,5,1,5,0,,,,,,,,,,,,
163,6,1.2,6,-1,,,,,,,,,,,,
163,7,2,7,-1,,,,,,,,,,,,
164,0,0,0,0,,,,,,,,,,,,
164,1,0,1,0,,,,,,,,,,,,
164,2,1,2,0,,,,,,,,,,,,
164,3,1.8,3,0,,,,,,,,,,,,
164,4,0.2,4,0,,,,,,,,,,,,
164,5,1,5,0,,,,,,,,,,,,
164,6,1.2,6,-1,,,,,,,,,,,,
164,7,2,7,-1,,,,,,,,,,,,
165,0,0,0,0,,,,,,,,,,,,
165,1,0,1,0,,,,,,,,,,,,
165,2,1,2,0,,,,,,,,,,,,
165,3,1.8,3,0,,,,,,,,,,,,
165,4,0.2,4,0,,,,,,,,,,,,
165,5,1,5,0,,,,,,,,,,,,
165,6,1.2,6,-1,,,,,,,,,,,,
165,7,2,7,-1,,,,,,,,,,,,
166,0,0,0,0,,,,,,,,,,,,
166,1,0,1,0,,,,,,,,,,,,
166,2,1,2,0,,,,,,,,,,,,
166,3,1.8,3,0,,,,,,,,,,,,
166,4,0.2,4,0,,,,,,,,,,,,
166,5,1,5,0,,,,,,,,,,,,
166,6,1.2,6,-1,,,,,,,,,,,,
166,7,2,7,-1,,,,,,,,,,,,
167,0,0,0,0,,,,,,,,,,,,
167,1,0,1,0,,,,,,,,,,,,
167,2,1,2,0,,,,,,,,,,,,
167,3,1.8,3,0,,,,,,,,,,,,
167,4,0.2,4,0,,,,,,,,,,,,
167,5,1,5,0,,,,,,,,,,,,
167,6,1.2,6,-1,,,,,,,,,,,,
167,7,2,7,-1,,,,,,,,,,,,
168,0,0,0,0,,,,,,,,,,,,
168,1,0,1,0,,,,,,,,,,,,
168,2,1,2,0,,,,,,,,,,,,
168,3,1.8,3,0,,,,,,,,,,,,
168,4,0.2,4,0,,,,,,,,,,,,
168,5,1,5,0,,,,,,,,,,,,
168,6,1.2,6,-1,,,,,,,,,,,,
168,7,2,7,-1,,,,,,,,,,,,
169,0,0,0,0,,,,,,,,,,,,
169,1,0,1,0,,,,,,,,,,,,
169,2,1,2,0,,,,,,,,,,,,
169,3,1.8,3,0,,,,,,,,,,,,
169,4,0.2,4,0,,,,,,,,,,,,
169,5,1,5,0,,,,,,,,,,,,
169,6,1.2,6,-1,,,,,,,,,,,,
169,7,2,7,-1,,,,,,,,,,,,
170,0,0,0,0,,,,,,,,,,,,
170,1,0,1,0,,,,,,,,,,,,
170,2,1,2,0,,,,,,,,,,,,
170,3,1.8,3,0,,,,,,,,,,,,
170,4,0.2,4,0,,,,,,,,,,,,
170,5,1,5,0,,,,,,,,,,,,
170,6,1.2,6,-1,,,,,,,,,,,,
170,7,2,7,-1,,,,,,,,,,,,
171,0,0,0,0,,,,,,,,,,,,
171,1,0,1,0,,,,,,,,,,,,
171,2,1,2,0,,,,,,,,,,,,
171,3,1.8,3,0,,,,,,,,,,,,
171,4,0.2,4,0,,,,,,,,,,,,
171,5,1,5,0,,,,,,,,,,,,
171,6,1.2,6,-1,,,,,,,,,,,,
171,7,2,7,-1,,,,,,,,,,,,
172,0,0,0,0,,,,,,,,,,,,
172,1,0,1,0,,,,,,,,,,,,
172,2,1,2,0,,,,,,,,,,,,
172,3,1.8,3,0,,,,,,,,,,,,
172,4,0.2,4,0,,,,,,,,,,,,
172,5,1,5,0,,,,,,,,,,,,
172,6,1.2,6,-1,,,,,,,,,,,,
172,7,2,7,-1,,,,,,,,,,,,
173,0,0,0,0,,,,,,,,,,,,
173,1,0,1,0,,,,,,,,,,,,
173,2,1,2,0,,,,,,,,,,,,
173,3,1.8,3,0,,,,,,,,,,,,
173,4,0.2,4,0,,,,,,,,,,,,
173,5,1,5,0,,,,,,,,,,,,
173,6,1.2,6,-1,,,,,,,,,,,,
173,7,2,7,-1,,,,,,,,,,,,
174,0,0,0,0,,,,,,,,,,,,
174,1,0,1,0,,,,,,,,,,,,
174,2,1,2,0,,,,,,,,,,,,
174,3,1.8,3,0,,,,,,,,,,,,
174,4,0.2,4,0,,,,,,,,,,,,
174,5,1,5,0,,,,,,,,,,,,
174,6,1.2,6,-1,,,,,,,,,,,,
174,7,2,7,-1,,,,,,,,,,,,
175,0,0,0,0,,,,,,,,,,,,
175,1,0,1,0,,,,,,,,,,,,
175,2,1,2,0,,,,,,,,,,,,
175,3,1.8,3,0,,,,,,,,,,,,
175,4,0.2,4,0,,,,,,,,,,,,
175,5,1,5,0,,,,,,,,,,,,
175,6,1.2,6,-1,,,,,,,,,,,,
175,7,2,7,-1,,,,,,,,,,,,
176,0,0,0,0,,,,,,,,,,,,
176,1,0,1,0,,,,,,,,,,,,
176,2,1,2,0,,,,,,,,,,,,
176,3,1.8,3,0,,,,,,,,,,,,
176,4,0.2,4,0,,,,,,,,,,,,
176,5,1,5,0,,,,,,,,,,,,
176,6,1.2,6,-1,,,,,,,,,,,,
176,7,2,7,-1,,,,,,,,,,,,
177,0,0,0,0,,,,,,,,,,,,
177,1,0,1,0,,,,,,,,,,,,
177,2,1,2,0,,,,,,,,,,,,
177,3,1.8,3,0,,,,,,,,,,,,
177,4,0.2,4,0,,,,,,,,,,,,
177,5,1,5,0,,,,,,,,,,,,
177,6,1.2,6,-1,,,,,,,,,,,,
177,7,2,7,-1,,,,,,,,,,,,
178,0,0,0,0,,,,,,,,,,,,
178,1,0,1,0,,,,,,,,,,,,
178,2,1,2,0,,,,,,,,,,,,
178,3,1.8,3,0,,,,,,,,,,,,
178,4,0.2,4,0,,,,,,,,,,,,
178,5,1,5,0,,,,,,,,,,,,
178,6,1.2,6,-1,,,,,,,,,,,,
178,7,2,7,-1,,,,,,,,,,,,
179,0,0,0,0,,,,,,,,,,,,
179,1,0,1,0,,,,,,,,,,,,
179,2,1,2,0,,,,,,,,,,,,
179,3,1.8,3,0,,,,,,,,,,,,
179,4,0.2,4,0,,,,,,,,,,,,
179,5,1,5,0,,,,,,,,,,,,
179,6,1.2,6,-1,,,,,,,,,,,,
179,7,2,7,-1,,,,,,,,,,,,
180,0,0,0,0,,,,,,,,,,,,
180,1,0,1,0,,,,,,,,,,,,
180,2,1,2,0,,,,,,,,,,,,
180,3,1.8,3,0,,,,,,,,,,,,
180,4,0.2,4,0,,,,,,,,,,,,
180,5,1,5,0,,,,,,,,,,,,
180,6,1.2,6,-1,,,,,,,,,,,,
180,7,2,7,-1,,,,,,,,,,,,
181,0,0,0,0,,,,,,,,,,,,
181,1,0,1,0,,,,,,,,,,,,
181,2,1,2,0,,,,,,,,,,,,
181,3,1.8,3,0,,,,,,,,,,,,
181,4,0.2,4,0,,,,,,,,,,,,
181,5,1,5,0,,,,,,,,,,,,
181,6,1.2,6,-1,,,,,,,,,,,,
181,7,2,7,-1,,,,,,,,,,,,
182,0,0,0,0,,,,,,,,,,,,
182,1,0,1,0,,,,,,,,,,,,
182,2,1,2,0,,,,,,,,,,,,
182,3,1.8,3,0,,,,,,,,,,,,
182,4,0.2,4,0,,,,,,,,,,,,
182,5,1,5,0,,,,,,,,,,,,
182,6,1.2,6,-1,,,,,,,,,,,,
182,7,2,7,-1,,,,,,,,,,,,
183,0,0,0,0,,,,,,,,,,,,
183,1,0,1,0,,,,,,,,,,,,
183,2,1,2,0,,,,,,,,,,,,
183,3,1.8,3,0,,,,,,,,,,,,
183,4,0.2,4,0,,,,,,,,,,,,
183,5,1,5,0,,,,,,,,,,,,
183,6,1.2,6,-1,,,,,,,,,,,,
183,7,2,7,-1,,,,,,,,,,,,
184,0,0,0,0,,,,,,,,,,,,
184,1,0,1,0,,,,,,,,,,,,
184,2,1,2,0,,,,,,,,,,,,
184,3,1.8,3,0,,,,,,,,,,,,
184,4,0.2,4,0,,,,,,,,,,,,
184,5,1,5,0,,,,,,,,,,,,
184,6,1.2,6,-1,,,,,,,,,,,,
184,7,2,7,-1,,,,,,,,,,,,
