Renewable,LC,Main,LS,Bmode,,,,,,,,,,,,
327,6,0.2,6,0,,,,,,,,,,,,
327,7,1,7,0,,,,,,,,,,,,
328,0,0,0,1,,,,,,,,,,,,
328,1,0,1,1,,,,,,,,,,,,
328,2,0,2,0,,,,,,,,,,,,
328,3,0,3,0,,,,,,,,,,,,
328,4,0,4,1,,,,,,,,,,,,
328,5,0,5,0,,,,,,,,,,,,
328,6,0.2,6,0,,,,,,,,,,,,
328,7,1,7,0,,,,,,,,,,,,
329,0,0,0,1,,,,,,,,,,,,
329,1,0,1,1,,,,,,,,,,,,
329,2,0,2,0,,,,,,,,,,,,
329,3,0,3,0,,,,,,,,,,,,
329,4,0,4,1,,,,,,,,,,,,
329,5,0,5,0,,,,,,,,,,,,
329,6,0.2,6,0,,,,,,,,,,,,
329,7,1,7,0,,,,,,,,,,,,
330,0,0,0,1,,,,,,,,,,,,
330,1,0,1,1,,,,,,,,,,,,
330,2,0,2,0,,,,,,,,,,,,
330,3,0,3,0,,,,,,,,,,,,
330,4,0,4,1,,,,,,,,,,,,
330,5,0,5,0,,,,,,,,,,,,
330,6,0.2,6,0,,,,,,,,,,,,
330,7,1,7,0,,,,,,,,,,,,
331,0,0,0,1,,,,,,,,,,,,
331,1,0,1,1,,,,,,,,,,,,
331,2,0,2,0,,,,,,,,,,,,
331,3,0,3,0,,,,,,,,,,,,
331,4,0,4,1,,,,,,,,,,,,
331,5,0,5,0,,,,,,,,,,,,
331,6,0.2,6,0,,,,,,,,,,,,
331,7,1,7,0,,,,,,,,,,,,
332,0,0,0,1,,,,,,,,,,,,
332,1,0,1,1,,,,,,,,,,,,
332,2,0,2,0,,,,,,,,,,,,
332,3,0,3,0,,,,,,,,,,,,
332,4,0,4,1,,,,,,,,,,,,
332,5,0,5,0,,,,,,,,,,,,
332,6,0.2,6,0,,,,,,,,,,,,
332,7,1,7,0,,,,,,,,,,,,
333,0,0,0,1,,,,,,,,,,,,
333,1,0,1,1,,,,,,,,,,,,
333,2,0,2,0,,,,,,,,,,,,
333,3,0,3,0,,,,,,,,,,,,
333,4,0,4,1,,,,,,,,,,,,
333,5,0,5,0,,,,,,,,,,,,
333,6,0.2,6,0,,,,,,,,,,,,
333,7,1,7,0,,,,,,,,,,,,
334,0,0,0,1,,,,,,,,,,,,
334,1,0,1,1,,,,,,,,,,,,
334,2,0,2,0,,,,,,,,,,,,
334,3,0,3,0,,,,,,,,,,,,
334,4,0,4,1,,,,,,,,,,,,
334,5,0,5,0,,,,,,,,,,,,
334,6,0.2,6,0,,,,,,,,,,,,
334,7,1,7,0,,,,,,,,,,,,
335,0,0,0,1,,,,,,,,,,,,
335,1,0,1,1,,,,,,,,,,,,
335,2,0,2,0,,,,,,,,,,,,
335,3,0,3,0,,,,,,,,,,,,
335,4,0,4,1,,,,,,,,,,,,
335,5,0,5,0,,,,,,,,,,,,
335,6,0.2,6,0,,,,,,,,,,,,
335,7,1,7,0,,,,,,,,,,,,
336,0,0,0,1,,,,,,,,,,,,
336,1,0,1,1,,,,,,,,,,,,
336,2,0,2,0,,,,,,,,,,,,
336,3,0,3,0,,,,,,,,,,,,
336,4,0,4,1,,,,,,,,,,,,
336,5,0,5,0,,,,,,,,,,,,
336,6,0.2,6,0,,,,,,,,,,,,
336,7,1,7,0,,,,,,,,,,,,
337,0,0,0,1,,,,,,,,,,,,
337,1,0,1,1,,,,,,,,,,,,
337,2,0,2,0,,,,,,,,,,,,
337,3,0,3,0,,,,,,,,,,,,
337,4,0,4,1,,,,,,,,,,,,
337,5,0,5,0,,,,,,,,,,,,
337,6,0.2,6,0,,,,,,,,,,,,
337,7,1,7,0,,,,,,,,,,,,
338,0,0,0,1,,,,,,,,,,,,
338,1,0,1,1,,,,,,,,,,,,
338,2,0,2,0,,,,,,,,,,,,
338,3,0,3,0,,,,,,,,,,,,
338,4,0,4,1,,,,,,,,,,,,
338,5,0,5,0,,,,,,,,,,,,
338,6,0.2,6,0,,,,,,,,,,,,
338,7,1,7,0,,,,,,,,,,,,
339,0,0,0,1,,,,,,,,,,,,
339,1,0,1,1,,,,,,,,,,,,
339,2,0,2,0,,,,,,,,,,,,
339,3,0,3,0,,,,,,,,,,,,
339,4,0,4,1,,,,,,,,,,,,
339,5,0,5,0,,,,,,,,,,,,
339,6,0.2,6,0,,,,,,,,,,,,
339,7,1,7,0,,,,,,,,,,,,
340,0,0,0,1,,,,,,,,,,,,
340,1,0,1,1,,,,,,,,,,,,
340,2,0,2,0,,,,,,,,,,,,
340,3,0,3,0,,,,,,,,,,,,
340,4,0,4,1,,,,,,,,,,,,
340,5,0,5,0,,,,,,,,,,,,
340,6,0.2,6,0,,,,,,,,,,,,
340,7,1,7,0,,,,,,,,,,,,
341,0,0,0,1,,,,,,,,,,,,
341,1,0,1,1,,,,,,,,,,,,
341,2,0,2,0,,,,,,,,,,,,
341,3,0,3,0,,,,,,,,,,,,
341,4,0,4,1,,,,,,,,,,,,
341,5,0,5,0,,,,,,,,,,,,
341,6,0.2,6,0,,,,,,,,,,,,
341,7,1,7,0,,,,,,,,,,,,
342,0,0,0,1,,,,,,,,,,,,
342,1,0,1,1,,,,,,,,,,,,
342,2,0,2,0,,,,,,,,,,,,
342,3,0,3,0,,,,,,,,,,,,
342,4,0,4,1,,,,,,,,,,,,
342,5,0,5,0,,,,,,,,,,,,
342,6,0.2,6,0,,,,,,,,,,,,
342,7,1,7,0,,,,,,,,,,,,
343,0,0,0,1,,,,,,,,,,,,
343,1,0,1,1,,,,,,,,,,,,
343,2,0,2,0,,,,,,,,,,,,
343,3,0,3,0,,,,,,,,,,,,
343,4,0,4,1,,,,,,,,,,,,
343,5,0,5,0,,,,,,,,,,,,
343,6,0.2,6,0,,,,,,,,,,,,
343,7,1,7,0,,,,,,,,,,,,
344,0,0,0,1,,,,,,,,,,,,
344,1,0,1,1,,,,,,,,,,,,
344,2,0,2,0,,,,,,,,,,,,
344,3,0,3,0,,,,,,,,,,,,
344,4,0,4,1,,,,,,,,,,,,
344,5,0,5,0,,,,,,,,,,,,
344,6,0.2,6,0,,,,,,,,,,,,
344,7,1,7,0,,,,,,,,,,,,
345,0,0,0,1,,,,,,,,,,,,
345,1,0,1,1,,,,,,,,,,,,
345,2,0,2,0,,,,,,,,,,,,
345,3,0,3,0,,,,,,,,,,,,
345,4,0,4,1,,,,,,,,,,,,
345,5,0,5,0,,,,,,,,,,,,
345,6,0.2,6,0,,,,,,,,,,,,
345,7,1,7,0,,,,,,,,,,,,
346,0,0,0,1,,,,,,,,,,,,
346,1,0,1,1,,,,,,,,,,,,
346,2,0,2,0,,,,,,,,,,,,
346,3,0,3,0,,,,,,,,,,,,
346,4,0,4,1,,,,,,,,,,,,
346,5,0,5,0,,,,,,,,,,,,
346,6,0.2,6,0,,,,,,,,,,,,
346,7,1,7,0,,,,,,,,,,,,
347,0,0,0,1,,,,,,,,,,,,
347,1,0,1,1,,,,,,,,,,,,
347,2,0,2,0,,,,,,,,,,,,
347,3,0,3,0,,,,,,,,,,,,
347,4,0,4,1,,,,,,,,,,,,
347,5,0,5,0,,,,,,,,,,,,
347,6,0.2,6,0,,,,,,,,,,,,
347,7,1,7,0,,,,,,,,,,,,
348,0,0,0,1,,,,,,,,,,,,
348,1,0,1,1,,,,,,,,,,,,
348,2,0,2,0,,,,,,,,,,,,
348,3,0,3,0,,,,,,,,,,,,
348,4,0,4,1,,,,,,,,,,,,
348,5,0,5,0,,,,,,,,,,,,
348,6,0.2,6,0,,,,,,,,,,,,
348,7,1,7,0,,,,,,,,,,,,
349,0,0,0,1,,,,,,,,,,,,
349,1,0,1,1,,,,,,,,,,,,
349,2,0,2,0,,,,,,,,,,,,
349,3,0,3,0,,,,,,,,,,,,
349,4,0,4,1,,,,,,,,,,,,
349,5,0,5,0,,,,,,,,,,,,
349,6,0.2,6,0,,,,,,,,,,,,
349,7,1,7,0,,,,,,,,,,,,
350,0,0,0,1,,,,,,,,,,,,
350,1,0,1,1,,,,,,,,,,,,
350,2,0,2,0,,,,,,,,,,,,
350,3,0,3,0,,,,,,,,,,,,
350,4,0,4,1,,,,,,,,,,,,
350,5,0,5,0,,,,,,,,,,,,
350,6,0.2,6,0,,,,,,,,,,,,
350,7,1,7,0,,,,,,,,,,,,
351,0,0,0,1,,,,,,,,,,,,
351,1,0,1,1,,,,,,,,,,,,
351,2,0,2,0,,,,,,,,,,,,
351,3,0,3,0,,,,,,,,,,,,
351,4,0,4,1,,,,,,,,,,,,
351,5,0,5,0,,,,,,,,,,,,
351,6,0.2,6,0,,,,,,,,,,,,
351,7,1,7,0,,,,,,,,,,,,
352,0,0,0,1,,,,,,,,,,,,
352,1,0,1,1,,,,,,,,,,,,
352,2,0,2,0,,,,,,,,,,,,
352,3,0,3,0,,,,,,,,,,,,
352,4,0,4,1,,,,,,,,,,,,
352,5,0,5,0,,,,,,,,,,,,
352,6,0.2,6,0,,,,,,,,,,,,
352,7,1,7,0,,,,,,,,,,,,
353,0,0,0,1,,,,,,,,,,,,
353,1,0,1,1,,,,,,,,,,,,
353,2,0,2,0,,,,,,,,,,,,
353,3,0,3,0,,,,,,,,,,,,
353,4,0,4,1,,,,,,,,,,,,
353,5,0,5,0,,,,,,,,,,,,
353,6,0.2,6,0,,,,,,,,,,,,
353,7,1,7,0,,,,,,,,,,,,
354,0,0,0,1,,,,,,,,,,,,
354,1,0,1,1,,,,,,,,,,,,
354,2,0,2,0,,,,,,,,,,,,
354,3,0,3,0,,,,,,,,,,,,
354,4,0,4,1,,,,,,,,,,,,
354,5,0,5,0,,,,,,,,,,,,
354,6,0.2,6,0,,,,,,,,,,,,
354,7,1,7,0,,,,,,,,,,,,
355,0,0,0,1,,,,,,,,,,,,
355,1,0,1,1,,,,,,,,,,,,
355,2,0,2,0,,,,,,,,,,,,
355,3,0,3,0,,,,,,,,,,,,
355,4,0,4,1,,,,,,,,,,,,
355,5,0,5,0,,,,,,,,,,,,
355,6,0.2,6,0,,,,,,,,,,,,
355,7,1,7,0,,,,,,,,,,,,
356,0,0,0,1,,,,,,,,,,,,
356,1,0,1,1,,,,,,,,,,,,
356,2,0,2,0,,,,,,,,,,,,
356,3,0,3,0,,,,,,,,,,,,
356,4,0,4,1,,,,,,,,,,,,
356,5,0,5,0,,,,,,,,,,,,
356,6,0.2,6,0,,,,,,,,,,,,
356,7,1,7,0,,,,,,,,,,,,
357,0,0,0,1,,,,,,,,,,,,
357,1,0,1,1,,,,,,,,,,,,
357,2,0,2,0,,,,,,,,,,,,
357,3,0,3,0,,,,,,,,,,,,
357,4,0,4,1,,,,,,,,,,,,
357,5,0,5,0,,,,,,,,,,,,
357,6,0.2,6,0,,,,,,,,,,,,
357,7,1,7,0,,,,,,,,,,,,
358,0,0,0,1,,,,,,,,,,,,
358,1,0,1,1,,,,,,,,,,,,
358,2,0,2,0,,,,,,,,,,,,
358,3,0,3,0,,,,,,,,,,,,
358,4,0,4,1,,,,,,,,,,,,
358,5,0,5,0,,,,,,,,,,,,
358,6,0.2,6,0,,,,,,,,,,,,
358,7,1,7,0,,,,,,,,,,,,
359,0,0,0,1,,,,,,,,,,,,
359,1,0,1,1,,,,,,,,,,,,
359,2,0,2,0,,,,,,,,,,,,
359,3,0,3,0,,,,,,,,,,,,
359,4,0,4,1,,,,,,,,,,,,
359,5,0,5,0,,,,,,,,,,,,
359,6,0.2,6,0,,,,,,,,,,,,
359,7,1,7,0,,,,,,,,,,,,
360,0,0,0,1,,,,,,,,,,,,
360,1,0,1,1,,,,,,,,,,,,
360,2,0,2,0,,,,,,,,,,,,
360,3,0,3,0,,,,,,,,,,,,
360,4,0,4,1,,,,,,,,,,,,
360,5,0,5,0,,,,,,,,,,,,
360,6,0.2,6,0,,,,,,,,,,,,
360,7,1,7,0,,,,,,,,,,,,
361,0,0,0,1,,,,,,,,,,,,
361,1,0,1,1,,,,,,,,,,,,
361,2,0,2,0,,,,,,,,,,,,
361,3,0,3,0,,,,,,,,,,,,
361,4,0,4,1,,,,,,,,,,,,
361,5,0,5,0,,,,,,,,,,,,
361,6,0.2,6,0,,,,,,,,,,,,
361,7,1,7,0,,,,,,,,,,,,
362,0,0,0,1,,,,,,,,,,,,
362,1,0,1,1,,,,,,,,,,,,
362,2,0,2,0,,,,,,,,,,,,
362,3,0,3,0,,,,,,,,,,,,
362,4,0,4,1,,,,,,,,,,,,
362,5,0,5,0,,,,,,,,,,,,
362,6,0.2,6,0,,,,,,,,,,,,
362,7,1,7,0,,,,,,,,,,,,
363,0,0,0,1,,,,,,,,,,,,
363,1,0,1,1,,,,,,,,,,,,
363,2,0,2,0,,,,,,,,,,,,
363,3,0,3,0,,,,,,,,,,,,
363,4,0,4,1,,,,,,,,,,,,
363,5,0,5,0,,,,,,,,,,,,
363,6,0.2,6,0,,,,,,,,,,,,
363,7,1,7,0,,,,,,,,,,,,
364,0,0,0,1,,,,,,,,,,,,
364,1,0,1,1,,,,,,,,,,,,
364,2,0,2,0,,,,,,,,,,,,
364,3,0,3,0,,,,,,,,,,,,
364,4,0,4,1,,,,,,,,,,,,
364,5,0,5,0,,,,,,,,,,,,
364,6,0.2,6,0,,,,,,,,,,,,
364,7,1,7,0,,,,,,,,,,,,
365,0,0,0,1,,,,,,,,,,,,
365,1,0,1,1,,,,,,,,,,,,
365,2,0,2,0,,,,,,,,,,,,
365,3,0,3,0,,,,,,,,,,,,
365,4,0,4,1,,,,,,,,,,,,
365,5,0,5,0,,,,,,,,,,,,
365,6,0.2,6,0,,,,,,,,,,,,
365,7,1,7,0,,,,,,,,,,,,
366,0,0,0,1,,,,,,,,,,,,
366,1,0,1,1,,,,,,,,,,,,
366,2,0,2,0,,,,,,,,,,,,
366,3,0,3,0,,,,,,,,,,,,
366,4,0,4,1,,,,,,,,,,,,
366,5,0,5,0,,,,,,,,,,,,
366,6,0.2,6,0,,,,,,,,,,,,
366,7,1,7,0,,,,,,,,,,,,
367,0,0,0,1,,,,,,,,,,,,
367,1,0,1,1,,,,,,,,,,,,
367,2,0,2,0,,,,,,,,,,,,
367,3,0,3,0,,,,,,,,,,,,
367,4,0,4,1,,,,,,,,,,,,
367,5,0,5,0,,,,,,,,,,,,
367,6,0.2,6,0,,,,,,,,,,,,
367,7,1,7,0,,,,,,,,,,,,
368,0,0,0,1,,,,,,,,,,,,
368,1,0,1,1,,,,,,,,,,,,
368,2,0,2,0,,,,,,,,,,,,
368,3,0,3,0,,,,,,,,,,,,
368,4,0,4,1,,,,,,,,,,,,
368,5,0,5,0,,,,,,,,,,,,
368,6,0.2,6,0,,,,,,,,,,,,
368,7,1,7,0,,,,,,,,,,,,
369,0,0,0,1,,,,,,,,,,,,
369,1,0,1,1,,,,,,,,,,,,
369,2,0,2,0,,,,,,,,,,,,
369,3,0,3,0,,,,,,,,,,,,
369,4,0,4,1,,,,,,,,,,,,
369,5,0,5,0,,,,,,,,,,,,
369,6,0.2,6,0,,,,,,,,,,,,
369,7,1,7,0,,,,,,,,,,,,
370,0,0,0,1,,,,,,,,,,,,
370,1,0,1,1,,,,,,,,,,,,
370,2,0,2,0,,,,,,,,,,,,
370,3,0,3,0,,,,,,,,,,,,
370,4,0,4,1,,,,,,,,,,,,
370,5,0,5,0,,,,,,,,,,,,
370,6,0.2,6,0,,,,,,,,,,,,
370,7,1,7,0,,,,,,,,,,,,
371,0,0,0,1,,,,,,,,,,,,
371,1,0,1,1,,,,,,,,,,,,
371,2,0,2,0,,,,,,,,,,,,
371,3,0,3,0,,,,,,,,,,,,
371,4,0,4,1,,,,,,,,,,,,
371,5,0,5,0,,,,,,,,,,,,
371,6,0.2,6,0,,,,,,,,,,,,
371,7,1,7,0,,,,,,,,,,,,
372,0,0,0,1,,,,,,,,,,,,
372,1,0,1,1,,,,,,,,,,,,
372,2,0,2,0,,,,,,,,,,,,
372,3,0,3,0,,,,,,,,,,,,
372,4,0,4,1,,,,,,,,,,,,
372,5,0,5,0,,,,,,,,,,,,
372,6,0.2,6,0,,,,,,,,,,,,
372,7,1,7,0,,,,,,,,,,,,
373,0,0,0,1,,,,,,,,,,,,
373,1,0,1,1,,,,,,,,,,,,
373,2,0,2,0,,,,,,,,,,,,
373,3,0,3,0,,,,,,,,,,,,
373,4,0,4,1,,,,,,,,,,,,
373,5,0,5,0,,,,,,,,,,,,
373,6,0.2,6,0,,,,,,,,,,,,
373,7,1,7,0,,,,,,,,,,,,
374,0,0,0,1,,,,,,,,,,,,
374,1,0,1,1,,,,,,,,,,,,
374,2,0,2,0,,,,,,,,,,,,
374,3,0,3,0,,,,,,,,,,,,
374,4,0,4,1,,,,,,,,,,,,
374,5,0,5,0,,,,,,,,,,,,
374,6,0.2,6,0,,,,,,,,,,,,
374,7,1,7,0,,,,,,,,,,,,
375,0,0,0,1,,,,,,,,,,,,
375,1,0,1,1,,,,,,,,,,,,
375,2,0,2,0,,,,,,,,,,,,
375,3,0,3,0,,,,,,,,,,,,
375,4,0,4,1,,,,,,,,,,,,
375,5,0,5,0,,,,,,,,,,,,
375,6,0.2,6,0,,,,,,,,,,,,
375,7,1,7,0,,,,,,,,,,,,
376,0,0,0,1,,,,,,,,,,,,
376,1,0,1,1,,,,,,,,,,,,
376,2,0,2,0,,,,,,,,,,,,
376,3,0,3,0,,,,,,,,,,,,
376,4,0,4,1,,,,,,,,,,,,
376,5,0,5,0,,,,,,,,,,,,
376,6,0.2,6,0,,,,,,,,,,,,
376,7,1,7,0,,,,,,,,,,,,
377,0,0,0,1,,,,,,,,,,,,
377,1,0,1,1,,,,,,,,,,,,
377,2,0,2,0,,,,,,,,,,,,
377,3,0,3,0,,,,,,,,,,,,
377,4,0,4,1,,,,,,,,,,,,
377,5,0,5,0,,,,,,,,,,,,
377,6,0.2,6,0,,,,,,,,,,,,
377,7,1,7,0,,,,,,,,,,,,
378,0,0,0,1,,,,,,,,,,,,
378,1,0,1,1,,,,,,,,,,,,
378,2,0,2,0,,,,,,,,,,,,
378,3,0,3,0,,,,,,,,,,,,
378,4,0,4,1,,,,,,,,,,,,
378,5,0,5,0,,,,,,,,,,,,
378,6,0.2,6,0,,,,,,,,,,,,
378,7,1,7,0,,,,,,,,,,,,
379,0,0,0,1,,,,,,,,,,,,
379,1,0,1,1,,,,,,,,,,,,
379,2,0,2,0,,,,,,,,,,,,
379,3,0,3,0,,,,,,,,,,,,
379,4,0,4,1,,,,,,,,,,,,
379,5,0,5,0,,,,,,,,,,,,
379,6,0.2,6,0,,,,,,,,,,,,
379,7,1,7,0,,,,,,,,,,,,
380,0,0,0,1,,,,,,,,,,,,
380,1,0,1,1,,,,,,,,,,,,
380,2,0,2,0,,,,,,,,,,,,
380,3,0,3,0,,,,,,,,,,,,
380,4,0,4,1,,,,,,,,,,,,
380,5,0,5,0,,,,,,,,,,,,
380,6,0.2,6,0,,,,,,,,,,,,
380,7,1,7,0,,,,,,,,,,,,
381,0,0,0,1,,,,,,,,,,,,
381,1,0,1,1,,,,,,,,,,,,
381,2,0,2,0,,,,,,,,,,,,
381,3,0,3,0,,,,,,,,,,,,
381,4,0,4,1,,,,,,,,,,,,
381,5,0,5,0,,,,,,,,,,,,
381,6,0.2,6,0,,,,,,,,,,,,
381,7,1,7,0,,,,,,,,,,,,
382,0,0,0,1,,,,,,,,,,,,
382,1,0,1,1,,,,,,,,,,,,
382,2,0,2,0,,,,,,,,,,,,
382,3,0,3,0,,,,,,,,,,,,
382,4,0,4,1,,,,,,,,,,,,
382,5,0,5,0,,,,,,,,,,,,
382,6,0.2,6,0,,,,,,,,,,,,
382,7,1,7,0,,,,,,,,,,,,
383,0,0,0,1,,,,,,,,,,,,
383,1,0,1,1,,,,,,,,,,,,
383,2,0,2,0,,,,,,,,,,,,
383,3,0,3,0,,,,,,,,,,,,
383,4,0,4,1,,,,,,,,,,,,
383,5,0,5,0,,,,,,,,,,,,
383,6,0.2,6,0,,,,,,,,,,,,
383,7,1,7,0,,,,,,,,,,,,
384,0,0,0,1,,,,,,,,,,,,
384,1,0,1,1,,,,,,,,,,,,
384,2,0,2,0,,,,,,,,,,,,
384,3,0,3,0,,,,,,,,,,,,
384,4,0,4,1,,,,,,,,,,,,
384,5,0,5,0,,,,,,,,,,,,
384,6,0.2,6,0,,,,,,,,,,,,
384,7,1,7,0,,,,,,,,,,,,
385,0,0,0,1,,,,,,,,,,,,
385,1,0,1,1,,,,,,,,,,,,
385,2,0,2,0,,,,,,,,,,,,
385,3,0,3,0,,,,,,,,,,,,
385,4,0,4,1,,,,,,,,,,,,
385,5,0,5,0,,,,,,,,,,,,
385,6,0.2,6,0,,,,,,,,,,,,
385,7,1,7,0,,,,,,,,,,,,
386,0,0,0,1,,,,,,,,,,,,
386,1,0,1,1,,,,,,,,,,,,
386,2,0,2,0,,,,,,,,,,,,
386,3,0,3,0,,,,,,,,,,,,
386,4,0,4,1,,,,,,,,,,,,
386,5,0,5,0,,,,,,,,,,,,
386,6,0.2,6,0,,,,,,,,,,,,
386,7,1,7,0,,,,,,,,,,,,
387,0,0,0,1,,,,,,,,,,,,
387,1,0,1,1,,,,,,,,,,,,
387,2,0,2,0,,,,,,,,,,,,
387,3,0,3,0,,,,,,,,,,,,
387,4,0,4,1,,,,,,,,,,,,
387,5,0,5,0,,,,,,,,,,,,
387,6,0.2,6,0,,,,,,,,,,,,
387,7,1,7,0,,,,,,,,,,,,
388,0,0,0,1,,,,,,,,,,,,
388,1,0,1,1,,,,,,,,,,,,
388,2,0,2,0,,,,,,,,,,,,
388,3,0,3,0,,,,,,,,,,,,
388,4,0,4,1,,,,,,,,,,,,
388,5,0,5,0,,,,,,,,,,,,
388,6,0.2,6,0,,,,,,,,,,,,
388,7,1,7,0,,,,,,,,,,,,
389,0,0,0,1,,,,,,,,,,,,
389,1,0,1,1,,,,,,,,,,,,
389,2,0,2,0,,,,,,,,,,,,
389,3,0,3,0,,,,,,,,,,,,
389,4,0,4,1,,,,,,,,,,,,
389,5,0,5,0,,,,,,,,,,,,
389,6,0.2,6,0,,,,,,,,,,,,
389,7,1,7,0,,,,,,,,,,,,
390,0,0,0,1,,,,,,,,,,,,
390,1,0,1,1,,,,,,,,,,,,
390,2,0,2,0,,,,,,,,,,,,
390,3,0,3,0,,,,,,,,,,,,
390,4,0,4,1,,,,,,,,,,,,
390,5,0,5,0,,,,,,,,,,,,
390,6,0.2,6,0,,,,,,,,,,,,
390,7,1,7,0,,,,,,,,,,,,
391,0,0,0,1,,,,,,,,,,,,
391,1,0,1,1,,,,,,,,,,,,
391,2,0,2,0,,,,,,,,,,,,
391,3,0,3,0,,,,,,,,,,,,
391,4,0,4,1,,,,,,,,,,,,
391,5,0,5,0,,,,,,,,,,,,
391,6,0.2,6,0,,,,,,,,,,,,
391,7,1,7,0,,,,,,,,,,,,
392,0,0,0,1,,,,,,,,,,,,
392,1,0,1,1,,,,,,,,,,,,
392,2,0,2,0,,,,,,,,,,,,
392,3,0,3,0,,,,,,,,,,,,
392,4,0,4,1,,,,,,,,,,,,
392,5,0,5,0,,,,,,,,,,,,
392,6,0.2,6,0,,,,,,,,,,,,
392,7,1,7,0,,,,,,,,,,,,
393,0,0,0,1,,,,,,,,,,,,
393,1,0,1,1,,,,,,,,,,,,
393,2,0,2,0,,,,,,,,,,,,
393,3,0,3,0,,,,,,,,,,,,
393,4,0,4,1,,,,,,,,,,,,
393,5,0,5,0,,,,,,,,,,,,
393,6,0.2,6,0,,,,,,,,,,,,
393,7,1,7,0,,,,,,,,,,,,
394,0,0,0,1,,,,,,,,,,,,
394,1,0,1,1,,,,,,,,,,,,
394,2,0,2,0,,,,,,,,,,,,
394,3,0,3,0,,,,,,,,,,,,
394,4,0,4,1,,,,,,,,,,,,
394,5,0,5,0,,,,,,,,,,,,
394,6,0.2,6,0,,,,,,,,,,,,
394,7,1,7,0,,,,,,,,,,,,
395,0,0,0,1,,,,,,,,,,,,
395,1,0,1,1,,,,,,,,,,,,
395,2,0,2,0,,,,,,,,,,,,
395,3,0,3,0,,,,,,,,,,,,
395,4,0,4,1,,,,,,,,,,,,
395,5,0,5,0,,,,,,,,,,,,
395,6,0.2,6,0,,,,,,,,,,,,
395,7,1,7,0,,,,,,,,,,,,
396,0,0,0,1,,,,,,,,,,,,
396,1,0,1,1,,,,,,,,,,,,
396,2,0,2,0,,,,,,,,,,,,
396,3,0,3,0,,,,,,,,,,,,
396,4,0,4,1,,,,,,,,,,,,
396,5,0,5,0,,,,,,,,,,,,
396,6,0.2,6,0,,,,,,,,,,,,
396,7,1,7,0,,,,,,,,,,,,
397,0,0,0,1,,,,,,,,,,,,
397,1,0,1,1,,,,,,,,,,,,
397,2,0,2,0,,,,,,,,,,,,
397,3,0,3,0,,,,,,,,,,,,
397,4,0,4,1,,,,,,,,,,,,
397,5,0,5,0,,,,,,,,,,,,
397,6,0.2,6,0,,,,,,,,,,,,
397,7,1,7,0,,,,,,,,,,,,
398,0,0,0,1,,,,,,,,,,,,
398,1,0,1,1,,,,,,,,,,,,
398,2,0,2,0,,,,,,,,,,,,
398,3,0,3,0,,,,,,,,,,,,
398,4,0,4,1,,,,,,,,,,,,
398,5,0,5,0,,,,,,,,,,,,
398,6,0.2,6,0,,,,,,,,,,,,
398,7,1,7,0,,,,,,,,,,,,
399,0,0,0,1,,,,,,,,,,,,
399,1,0,1,1,,,,,,,,,,,,
399,2,0,2,0,,,,,,,,,,,,
399,3,0,3,0,,,,,,,,,,,,
399,4,0,4,1,,,,,,,,,,,,
399,5,0,5,0,,,,,,,,,,,,
399,6,0.2,6,0,,,,,,,,,,,,
399,7,1,7,0,,,,,,,,,,,,
